	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names
30	H00229	Sickle cell anemia	NO_DATA	D57	D	57.0	D55-D59	KMN184;KMN185;KMN186;KMN191;KMN192;KMN193;KMN195;KMN196	alpha-Thalassemia Syndrome;G6PD Deficiency;beta-Thalassemia Syndrome;Sickle Cell Syndrome;High oxygen affinity hemoglobin erythremia;Congenital hemolytic anemia;Immune Hemolysis;Spur Cell Anemia
31	H00237	Diamond-Blackfan anemia	NO_DATA	D61.0	D	61.0	D60-D64	KMN197;KMN199;KMN200;KMN201	X-Linked Sideroblastic Anemia;Hereditary sideroblastic anemia;Anaplastic anemia;Idiopathic sideroblastic anemia
32	H00241	Combined proximal and distal renal tubular acidosis	NO_DATA	N25.8	N	25.8	N25-N29	KMN838;KMN839;KMN840;KMN841;KMN842	Type 1 Renal Tubular Acidosis;Type 2 Renal Tubular Acidosis;Type 3 Renal Tubular Acidosis;Type 4 Renal Tubular Acidosis;Renal osteodystrophy
33	H00243	Hyperkalemic distal renal tubular acidosis (RTA type 4)	NO_DATA	N25.8	N	25.8	N25-N29	KMN838;KMN839;KMN840;KMN841;KMN842	Type 1 Renal Tubular Acidosis;Type 2 Renal Tubular Acidosis;Type 3 Renal Tubular Acidosis;Type 4 Renal Tubular Acidosis;Renal osteodystrophy
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN282;KMN283;KMN284;KMN285;KMN286;KMN287;KMN288;KMN289;KMN290;KMN291	X-linked TBG Deficiency;Graves' Disease;Sick Euthyroid Syndrome;Familial Dysalbuminemic Hyperthyroxinemia;Hashimoto's disease;Resistance to Thyroid Hormone;Euthyroid Hyperthyroxinemia;Thyroid Disease;Autoimmune Hypothyroidism;Congenital Hypothyroidism
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
38	H00282	Cryopyrin associated periodic syndrome	NO_DATA	E85.0	E	85.0	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
39	H00288	Familial Mediterranean fever	Familial hereditary periodic fever syndromes	E85.0	E	85.0	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
40	H00346	Extrinsic allergic alveolitis	Hypersensitivity pneumonitis	J67	J	67.0	J60-J70	KMN752	Hypersensitivity Pneumonitis
41	H00428	Distal renal tubular acidosis (RTA type 1)	NO_DATA	N25.8	N	25.8	N25-N29	KMN838;KMN839;KMN840;KMN841;KMN842	Type 1 Renal Tubular Acidosis;Type 2 Renal Tubular Acidosis;Type 3 Renal Tubular Acidosis;Type 4 Renal Tubular Acidosis;Renal osteodystrophy
42	H00429	Proximal renal tubular acidosis (RTA type 2)	NO_DATA	N25.8	N	25.8	N25-N29	KMN838;KMN839;KMN840;KMN841;KMN842	Type 1 Renal Tubular Acidosis;Type 2 Renal Tubular Acidosis;Type 3 Renal Tubular Acidosis;Type 4 Renal Tubular Acidosis;Renal osteodystrophy
43	H00439	Shwachman-Diamond syndrome	NO_DATA	D61.0	D	61.0	D60-D64	KMN197;KMN199;KMN200;KMN201	X-Linked Sideroblastic Anemia;Hereditary sideroblastic anemia;Anaplastic anemia;Idiopathic sideroblastic anemia
44	H00549	Tetralogy of Fallot	NO_DATA	Q21.3	Q	21.3	Q20-Q28	KMN853	Congenital Heart Disease
45	H00612	Primary open angle glaucoma	Glaucoma 1	H40.1	H	40.1	H40-H42	KMN706	Glaucoma
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
47	H00681	Acne inversa	Hidradenitis suppurativa	L73.2	L	73.2	NO_DATA	NO_DATA	NO_DATA
48	H00731	Atrial fibrillation	NO_DATA	I48	I	48.0	I30-I52	KMN733;KMN734;KMN737	Catecholamine VT;Jorvell and Lange-Nielsen Syndrome;Acute Pericarditis
49	H00745	Hyperkalemic periodic paralysis (HyperPP)	NO_DATA	G72.3	G	72.3	G70-G73	KMN648;KMN649;KMN654;KMN655;KMN658;KMN659;KMN662;KMN663;KMN665;KMN666;KMN667;KMN670;KMN673;KMN674;KMN676;KMN677;KMN678;KMN680;KMN681;KMN682;KMN683;KMN684;KMN685;KMN686;KMN687;KMN688;KMN693	Myotonic Dystrophy Type 1;Myotonic Dystrophy Type 2;Schwartz-Jampel syndrome (chondrodystrophic myotonia);Stiff-Person Syndrome;Thomsen's Disease;Na channel myotonia;Becker's Disease;Mitochondrial DNA Depletion Myopathy;Primary merosin deficiency;Hereditary Inclusion Body Myopathy;Distal Myopathy with Rimmed Vacuoles;Hyperkalemic Periodic Paralysis;Limb-Girdle Muscular Dystrophy 1A;Limb-Girdle Muscular Dystrophy 1B;Limb-Girdle Muscular Dystrophy 1D;Limb-Girdle Muscular Dystrophy 1E;Limb-Girdle Muscular Dystrophy 2A;Limb-Girdle Muscular Dystrophy 2C;Limb-Girdle Muscular Dystrophy 2D;Limb-Girdle Muscular Dystrophy 2E;Limb-Girdle Muscular Dystrophy 2F;Limb-Girdle Muscular Dystrophy 2G;Limb-Girdle Muscular Dystrophy 2H;Limb-Girdle Muscular Dystrophy 2I;Limb-Girdle Muscular Dystrophy 2J;Neuromyotonia;Hypokalemic Periodic Paralysis
50	H00746	Hypokalemic periodic paralysis (HypoPP)	NO_DATA	G72.3	G	72.3	G70-G73	KMN648;KMN649;KMN654;KMN655;KMN658;KMN659;KMN662;KMN663;KMN665;KMN666;KMN667;KMN670;KMN673;KMN674;KMN676;KMN677;KMN678;KMN680;KMN681;KMN682;KMN683;KMN684;KMN685;KMN686;KMN687;KMN688;KMN693	Myotonic Dystrophy Type 1;Myotonic Dystrophy Type 2;Schwartz-Jampel syndrome (chondrodystrophic myotonia);Stiff-Person Syndrome;Thomsen's Disease;Na channel myotonia;Becker's Disease;Mitochondrial DNA Depletion Myopathy;Primary merosin deficiency;Hereditary Inclusion Body Myopathy;Distal Myopathy with Rimmed Vacuoles;Hyperkalemic Periodic Paralysis;Limb-Girdle Muscular Dystrophy 1A;Limb-Girdle Muscular Dystrophy 1B;Limb-Girdle Muscular Dystrophy 1D;Limb-Girdle Muscular Dystrophy 1E;Limb-Girdle Muscular Dystrophy 2A;Limb-Girdle Muscular Dystrophy 2C;Limb-Girdle Muscular Dystrophy 2D;Limb-Girdle Muscular Dystrophy 2E;Limb-Girdle Muscular Dystrophy 2F;Limb-Girdle Muscular Dystrophy 2G;Limb-Girdle Muscular Dystrophy 2H;Limb-Girdle Muscular Dystrophy 2I;Limb-Girdle Muscular Dystrophy 2J;Neuromyotonia;Hypokalemic Periodic Paralysis
51	H00808	Idiopathic generalized epilepsies	NO_DATA	G40.3	G	40.3	G40-G47	KMN616;KMN617;KMN619;KMN621;KMN622;KMN623;KMN624;KMN625;KMN626	Miller-Dieker's syndrome;Epilepsy Syndrome;Familial Hemiplegic Migraine;Sleep Apnea;MERRF Syndrome;Severe myoclonic epilepsy of infancy;Generalized Epilepsy with Febrile Convulsions Plus;Migraine;Benign Neonatal Familial Convulsion
52	H00862	Tourette syndrome	NO_DATA	F95.2	F	95.2	NO_DATA	NO_DATA	NO_DATA
53	H00896	Lymphangioleiomyomatosis	NO_DATA	I89.8	I	89.8	NO_DATA	NO_DATA	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN308;KMN309;KMN310;KMN311;KMN315;KMN316;KMN319;KMN320;KMN321;KMN322;KMN324;KMN325;KMN327;KMN328;KMN330;KMN333;KMN334;KMN335;KMN336;KMN337;KMN338;KMN341;KMN343;KMN344;KMN345;KMN346;KMN347;KMN348;KMN349;KMN350;KMN351	17 alpha-Hydroxylase Deficiency;21-Hydroxylase Deficiency;3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency;ACTH Deficiency;Carcinoid Syndrome;Kallmann Syndrome;Cushing's Disease;Glucocorticoid-Remediable Aldosteronism;Gonadotropin Deficiency;Gonadotropin-Independent Precocious Puberty;Frohlich Syndrome;Jansen's Disease;Lymphocytic Hypophysitis;Ectopic hormone producing tumor;Pseudopseudohypoparathyroidism;Syndrome of Inappropriate Antidiuretic Hormone Secretion;Hypergonadotropic Hypogonadal Ovarian Failure;Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy;Congenital Disorders Associated with Gonadotropin Deficiency;Gonadotropin-releasing Hormone Resistance;Adult GH Deficiency;Congenital Lipoid Adrenal Hyperplasia;Progeria;Polyglandular Autoimmune Syndrome Type I;Polyglandular Autoimmune Syndrome Type II;Polycystic Ovarian Syndrome;Idiopathic hypoparathyroidism;Diabetes Insipidus;Panhypopituitarism;Adrenogenital Syndrome;Ovarian Failure
56	H00978	Thrombocytopenia (THC)	Familial platelet disorder with associated myeloid malignancy (FPDMM)	D69.4	D	69.4	NO_DATA	NO_DATA	NO_DATA
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN202;KMN203;KMN205;KMN207;KMN210;KMN211;KMN212;KMN213;KMN214;KMN216;KMN217;KMN218;KMN219;KMN220;KMN221;KMN222;KMN223;KMN230	Alpha2 Plasmin Inhibitor Deficiency;Antithrombin Deficiency;Glanzmann's Disease;Dysfibrinogenemia;Plasminogen Activator Inhibitor 1 Deficiency;Protein C Deficiency;Protein S Deficiency;Prothrombin Deficiency;Henoch-Schonlein Purpura;Resistance to Activated Protein C;Hemophilia A;Hemophilia B;Hyperfibrinogenemia;Coagulant factor VII hyperactivity;Congenital coagulant factor XII deficiency;Congenital hypoplasminogenemia;Congenital heparin cofactor II deficiency;Idiopathic Thrombocytopenic Purpura
58	H01097	Spastic quadriplegic cerebral palsy	NO_DATA	G80.9	G	80.9	G80-G83	KMN696	Familial Spastic Paraplegia
