ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count	HMDB_ChEBI	HMDB_ChEBI_count	keymolnet_id
H00255	Hypogonadotropic hypogonadism	D007006;D017436;C537919	308700;147950;244200;610628;612370;612702;146110;614837;614838;614839;614840;614841;614842;228300;614858;614880;614897;615266;615267;615269;615270;615271;616030	E23.0	5A61.2	NO_DATA	NO_DATA	NO_DATA	KISS1R;FLRT3;SPRY4;IL17RD;DUSP6;FGF17;SEMA3A;PROK2;KAL1;KISS1;GNRH1;FGF8;TACR3;HS6ST1;CHD7;LHB;NSMF;ANOS1;TAC3;GNRHR;PROKR2;FEZF1;WDR11;FGFR1	P11362;Q9NZU0;A0A024RBC1;A0PJY2;P01229;P29371;Q9P2D1;P23352;Q6X4W1;Q9BZH6;Q6ZWF9;Q14563;O60243;P55075;Q9UHF0;A0A024RB47;Q9HC23;Q8NFJ6;A1A515;Q969F8;Q8NFM7;A0A0F7RQE6;Q9C004;B4DXM5;P30968;P01148;Q16828;Q15726;O60258;A8K1T0	Fluoxymesterone;Methyltestosterone;Testosterone;Testosterone cypionate;Testosterone enanthate;Testosterone undecanoate	D00327;D00408;D00075;D00957;D00958;D06087	DB01185;DB00624;DB00624;DB00624;DB00624	76-43-7;58-18-4;58-22-0;58-20-8;315-37-7;5949-44-0	5120;27436;17347;9463;9464;NA	30.0	24.0	5.0	17347;42534	2.0	NO_DATA
H00282	Cryopyrin associated periodic syndrome	D056587	191900;120100;607115	E85.0	4A60.1	NO_DATA	NO_DATA	NO_DATA	NALP3;NLRP3	Q96P20	Anakinra;Rilonacept;Canakinumab	D02934;D06635;D09315	DB00026	143090-92-0;501081-76-1;914613-48-2	NA;NA;NA	1.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H00288	Familial Mediterranean fever	D010505	249100;134610	E85.0	4A60.0	NO_DATA	Familial hereditary periodic fever syndromes	NO_DATA	MEFV;MICA	O15553;Q29983	Canakinumab;Colchicine	D09315;D00570	DB01394	914613-48-2;64-86-8	NA;27882	2.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H00346	Extrinsic allergic alveolitis	D000542	NO_DATA	J67	CA70	109.0	Hypersensitivity pneumonitis	NO_DATA	NO_DATA	NO_DATA	Prednisolone sodium phosphate;Prednisone	D00981;D00473	DB00860;DB00635	125-02-0;NA	8379;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H00428	Distal renal tubular acidosis (RTA type 1)	D000141	179800;267300;602722	N25.8	GB90.44	NO_DATA	NO_DATA	NO_DATA	ATP6V1B1;ATP6V0A4;SCL4A1;SLC4A1	Q9HBG4;P02730;P15313;A0A024R791	Sodium bicarbonate	D01203	DB01390	144-55-8	32139	4.0	4.0	1.0	17996;29103;28976	3.0	NO_DATA
H00429	Proximal renal tubular acidosis (RTA type 2)	D000141	604278	N25.8	GB90.44	NO_DATA	NO_DATA	NO_DATA	SLC4A4	Q9Y6R1	Sodium bicarbonate	D01203	DB01390	144-55-8	32139	1.0	1.0	1.0	27584;28976;2719;2718	4.0	NO_DATA
H00439	Shwachman-Diamond syndrome	C537330	260400;617941	D61.0	3A70.0	NO_DATA	NO_DATA	NO_DATA	EFL1;SBDS	Q7Z2Z2;A0A0S2Z5I7;Q9Y3A5	Sulfadiazine	D00587	DB00359	68-35-9	9328	3.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H00549	Tetralogy of Fallot	D013771	187500	Q21.3	LA88.2	NO_DATA	NO_DATA	NO_DATA	GDF1;ZFPM2;GATA4;NKX2.5;JAG1;TBX1;GATA6;NKX25	P52952;Q92908;P78504;P43694;P27539;B3KUF4;A0A024R7N8;O43435;Q9NPQ0;Q8WW38;A0A0S2Z383;Q99740	Alprostadil	D00180	DB00770	745-65-3	15544	12.0	8.0	1.0	NO_DATA	0.0	NO_DATA
H00612	Primary open angle glaucoma	C564234;C567753	137750;137760;603383;609887;613100	H40.1	9C61.0	NO_DATA	Glaucoma 1	NO_DATA	NTF4;WDR36;OPTN;NTF4 ;MYOC;ASB10	Q96CV9;A0A024QZE4;A0A0S2Z421;Q8NI36;Q8WXI3;Q99972;P34130	Timolol;Timolol maleate;Carteolol hydrochloride;Betaxolol hydrochloride;Brimonidine tartrate;Mitomycin;Pilocarpine hydrochloride;Echothiophate iodide;Acetazolamide;Acetazolamide sodium;Dorzolamide hydrochloride;Brinzolamide;Methazolamide;Brinzolamide and brimonidine tartrate;Levobunolol hydrochloride;Metipranolol;Dorzolamide hydrochloride and timolol maleate;Brimonidine tartrate and timolol maleate;Latanoprost;Isopropyl unoprostone;Bimatoprost;Travoprost;Tafluprost;Latanoprostene bunod;Netarsudil and latanoprost;Netarsudil mesylate	D00378;D00603;D00599;D00598;D02076;D00208;D02200;D02193;D00218;D01196;D00653;D00652;D00655;D10854;D01025;D02374;D08493;D10298;D00356;D01452;D02724;D01964;D06274;D10441;D11558;D11031	DB00373;DB00373;DB00521;DB00195;DB00484;DB00305;DB01085;DB01057;DB00819;DB00819;DB00869;DB01194;DB00703;DB01210;DB01214;DB00654;DB00905;DB00287	91524-16-2;26921-17-5;51781-21-6;63659-19-8;79570-19-7;50-07-7;54-71-7;513-10-0;59-66-5;1424-27-7;130693-82-2;138890-62-7;554-57-4;NA;27912-14-7;22664-55-7;NA;NA;130209-82-4;120373-24-2;155206-00-1;157283-68-6;209860-87-7;860005-21-6;NA;1422144-42-0	60787;9600;3438;643228;51157;27504;NA;59849;27690;31163;4703;3176;6822;NA;6439;6897;NA;NA;6384;31731;51230;746859;66899;NA;NA;NA	7.0	6.0	18.0	NO_DATA	0.0	NO_DATA
H00627	Premature ovarian failure	D016649	311360;300511;300604;608996;300510;611548;612310;612964;615723;615724;612885;616946;616947;617442;618014	E28.3	GA30.6	NO_DATA	NO_DATA	NO_DATA	GDF9;HFM1;NOBOX;NR5A1;ERCC6;FMR1;POF1B;FOXL2;FLJ22792;MCM8;SYCE1;MSH5;FIGLA;STAG3;BMP15;DIAPH2	Q8N328;Q6QHK4;F1D8R8;Q9UJ98;O60393;Q13285;Q8N0S2;Q53ZD3;A2PYH4;Q59FF6;A0A024RCM1;O43196;Q03468;O60879;P58012;O95972;Q9UJA3;A0A0B4J1R9;Q06787;Q8WVV4;O60383	Estradiol	D00105	DB00783	50-28-2	16469	21.0	16.0	1.0	NO_DATA	0.0	NO_DATA
H00681	Acne inversa	D017497	142690;613736;613737	L73.2	ED92.0	NO_DATA	Hidradenitis suppurativa	NO_DATA	NCSTN;PSEN1;PSENEN	Q9NZ42;A0A024R6A3;P49768;Q92542	Adalimumab	D02597	DB00051	331731-18-1	NO_DATA	4.0	3.0	1.0	NO_DATA	0.0	NO_DATA
H00731	Atrial fibrillation	NO_DATA	608583;607554;611493;612201;612240;613980;614022;614049;614050;615377;615378;615770;613120;611819;617280	I48	BC81.3	NO_DATA	NO_DATA	NO_DATA	KCNQ1;KCNE2;MYL4;SCN3B;SCN1B;ABCC9;GJA5;SCN4B;SCN5A;NPPA;KCNA5;KCNJ2;SCN2B;NUP155	P51787;O60939;A0A024RAV7;A0A024R071;B0YJ93;P12829;Q9Y6J6;H9KVD2;A0A024R3H7;Q8IWT1;P22460;P01160;Q07699;X5D2H9;O60706;Q96AI9;Q9NY72;O75694;Q5U0K8;P36382;P63252;Q14524	Quinidine sulfate;Flecainide acetate;Propranolol hydrochloride;Verapamil hydrochloride	D02272;D00638;D00483;D00619	DB00908;DB01195;DB00571;DB00661	6591-63-5;54143-56-5;318-98-9;152-11-4	NA;5091;8500;53188	22.0	14.0	4.0	NO_DATA	0.0	NO_DATA
H00745	Hyperkalemic periodic paralysis (HyperPP)	D020513	170500	G72.3	8C74.11	NO_DATA	NO_DATA	NO_DATA	SCN4A	P35499	Dichlorphenamide	D00518	DB01144	120-97-8	101085	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H00746	Hypokalemic periodic paralysis (HypoPP)	D020514	170400;613345	G72.3	8C74.10	NO_DATA	NO_DATA	NO_DATA	SCN4A;CACNA1S	Q13698;P35499	Potassium chloride;Dichlorphenamide	D02060;D00518	DB00761;DB01144	7447-40-7;120-97-8	32588;101085	2.0	2.0	2.0	NO_DATA	0.0	NO_DATA
H00808	Idiopathic generalized epilepsies	C562694	600669;611942;612899;607682;613060;607628;614847;611136;616685;618357	G40.3	8A61	NO_DATA	NO_DATA	NO_DATA	RORB;CLCN2;CACNB4;GABRD;CACNA1H;SLC2A1;CASR;SLC12A5;GABRA1	A8K177;B3KQH9;P51788;O95180;P14867;Q59GX2;O00305;A8K496;P11166;O14764;Q92753;P41180;Q9H2X9	Levetiracetam	D00709	DB01202	102767-28-2	6437	13.0	9.0	1.0	NO_DATA	0.0	NO_DATA
H00862	Tourette syndrome	D005879	137580	F95.2	8A05.00	NO_DATA	NO_DATA	NO_DATA	SLITRK1;GTS;HDC	Q96PX8;Q96T52;P19113	Haloperidol;Haloperidol lactate;Pimozide	D00136;D08035;D00560	DB00502;DB01100	52-86-8;53515-91-6;2062-78-4	5613;NA;8212	3.0	3.0	2.0	NO_DATA	0.0	NO_DATA
H00896	Lymphangioleiomyomatosis	NO_DATA	606690	I89.8	CB07	NO_DATA	NO_DATA	NO_DATA	TSC2;TSC1	Q92574;Q86WV8;P49815;X5D9D2	Sirolimus	D00753	DB00877	53123-88-9	9168	4.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H00937	Precocious puberty	D011629;C562787;C536961	176400;176410	E22.8;E30.1	5A92;5A60.3	NO_DATA	NO_DATA	NO_DATA	KISS1R;LHCGR	Q969F8;P22888	Nafarelin acetate	D00990	DB00666	86220-42-0	7446	2.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H00978	Thrombocytopenia (THC)	NO_DATA	313900;188000;273900;612004;616216;314050;601399;616937	D69.4	3B64	NO_DATA	Familial platelet disorder with associated myeloid malignancy (FPDMM)	NO_DATA	ETV6;RUNX1;WASP;GATA1;SRC;CYCS;FYB1;MASTL;WAS;ANKRD26;FYB	Q9UPS8;P15976;P99999;Q96GX5;Q01196;O15117;A0A024QYX8;P42768;P12931;P41212;G4XXL9;A0A0S2Z3C9	Triamcinolone acetonide;Lusutrombopag;Avatrombopag maleate	D00983;D10476;D10307	DB00620	76-25-5;1110766-97-6;677007-74-8	71418;NA;NA	12.0	11.0	1.0	NO_DATA	0.0	NO_DATA
H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	277450;607473	D68.4	3B14.2	NO_DATA	NO_DATA	NO_DATA	GGCX;VKORC1	P38435;A0A0S2Z6I4;Q9BQB6	Phytonadione	D00148	DB01022	84-80-0	18067	3.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H01097	Spastic quadriplegic cerebral palsy	D002547	603513;612900;617008	G80.9	8D20.10	NO_DATA	NO_DATA	NO_DATA	GAD1;KANK1;ADD3	Q53FL4;Q14678;A0A0S2Z3V5;Q99259;Q5VU08;Q8IVA8;Q9UEY8	Dantrolene sodium	D02274	DB01219	24868-20-0	184644	7.0	3.0	1.0	NO_DATA	0.0	NO_DATA
H01102	Pituitary adenomas	D010911	600634;610755;160980;102200;300943;617686;219090	D44.8	2F37.0	NO_DATA	NO_DATA	NO_DATA	USP8;GNAS;AIP;PRKAR1A;CDKN1B;GPR101;RASD1;PIK3CA;MEN1;DICER1	Q9Y272;A0A024R5D2;O00255;Q96P66;O00170;P63092;P42336;Q4LE51;P46527;A0A024R5S4;Q9UPY3;Q5JWF2;B2R5T5;G9I2H4;A0A0S2Z3H8;Q6I9V6;P10644;O95467;P40818	Omeprazole	D00455	DB00338	73590-58-6	77260;7772	19.0	10.0	1.0	1189	1.0	NO_DATA
H01132	Aplastic anemia	NO_DATA	609135	D61.0	3A70	NO_DATA	NO_DATA	NO_DATA	TERT;PRF1;SBDS;NBN;TERC;IFNG	P01579;O14746;P14222;Q9Y3A5;O60934	Oxymetholone;Ticlopidine hydrochloride;Eltrombopag olamine	D00490;D01028;D03978	DB00208	434-07-1;53885-35-1;496775-62-3	7864;9589;NA	5.0	6.0	1.0	NO_DATA	0.0	NO_DATA
H01210	Hypomagnesemia	C566593;C537152;C537153;C564024;C567127	602014;154020;248250;248190;611718;613882	E83.4	5C64.41	NO_DATA	NO_DATA	NO_DATA	TRPM6;CLDN16;FXYD2;CLDN19;EGF;CNNM2	Q9BX84;Q9Y5I7;P54710;P01133;Q8N6F1;Q9H8M5	Magnesium sulfate	D01108	DB00653	10034-99-8	31795	6.0	6.0	1.0	29108;18420;16990;16113;30769;15903;17775;16199;29108;17996;18420;16737;29103;29101	14.0	NO_DATA
H01240	Immune thrombocytopenia	D016553	188030	D69.3	3B64.10	NO_DATA	Autoimmune thrombocytopenic purpura	NO_DATA	FCGR2C	P31995	Prednisone;Romiplostim;Eltrombopag olamine;Fostamatinib disodium;Methylprednisolone sodium succinate;Rho immune globulin	D00473;D08990;D03978;D09348;D00751;D05723	DB00635;DB00959	NA;267639-76-9;496775-62-3;914295-16-2;2375-03-3;NA	NA;NA;NA;NA;6890;NA	1.0	1.0	2.0	NO_DATA	0.0	NO_DATA
H01267	Familial hyperinsulinemic hypoglycemia	D006946	256450;601820;602485;609975;609968;606762;610021;240800	E16.1	5A45	NO_DATA	NO_DATA	NO_DATA	KCNJ11;HADHSC;ABCC8;SLC16A1;GLUD1;INSR;GCK	Q14654;A0A140VK76;Q16836;E9KL48;B4DKS0;Q53Y25;P35557;P06213;P00367;P53985;A0A024R0H1;Q09428	Diazoxide	D00294	DB01119	364-98-7	4495	12.0	7.0	1.0	15903;30915;15903	3.0	NO_DATA
H01293	Narcolepsy	D009290	161400;614250	G47.4	7A20	NO_DATA	NO_DATA	NO_DATA	HCRT;MOG	O43612;Q16653	Sodium oxybate;Amphetamine sulfate;Dextroamphetamine sulfate;Methylphenidate hydrochloride;Modafinil;Armodafinil;Solriamfetol hydrochloride;Pitolisant hydrochloride	D05866;D02074;D02078;D01296;D01832;D03215;D11328;D11490	DB03568;DB00182;DB00422;DB00745	502-85-2;60-13-9;51-63-8;298-59-9;68693-11-8;112111-43-0;178429-65-7;903576-44-3	NA;51063;51064;31836;31859;77590;NA;NA	2.0	2.0	4.0	545959;332416	2.0	NO_DATA
H01362	Dermatitis herpetiformis	NO_DATA	NO_DATA	L13.0	EB44	NO_DATA	NO_DATA	NO_DATA	HLA-DQA1;HLA-DR3;HLA-DQB1;HLA-B8	P01920;A0A173ADG5;Q8MH44;Q5Y7D3;P01909	Triamcinolone acetonide;Dexamethasone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Dapsone;Cortisone acetate	D00983;D00292;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00592;D00973	DB00620;DB01234;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB00250;DB01380	76-25-5;50-02-2;125-04-2;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;80-08-0;50-04-4	71418;41879;5782;8378;8379;NA;6888;6890;6889;4325;3897	5.0	4.0	10.0	NO_DATA	0.0	NO_DATA
H01388	Hyperprolactinemia	D006966	615555	E22.1	5A60.1	NO_DATA	NO_DATA	NO_DATA	PRLR	P16471	Bromocriptine mesylate;Cabergoline	D00780;D00987	DB01200;DB00248	22260-51-1;81409-90-7	3182;3286	1.0	1.0	2.0	NO_DATA	0.0	NO_DATA
H01450	Obsessive-compulsive disorder	D009771	164230	F42	6B20	NO_DATA	NO_DATA	NO_DATA	HTR2A;DRD4;SLC1A1;BDNF;SLC6A4;COMT;MAOA	P28223;P21397;P21917;A0A140VJG8;P31645;P21964;P43005;Q53YE7;Q49A63;P23560;A0A0E3SU01;B2R7Y7	Clomipramine hydrochloride;Fluoxetine hydrochloride;Paroxetine hydrochloride;Paroxetine mesylate;Sertraline hydrochloride;Fluvoxamine maleate	D00811;D00823;D05374;D05375;D00825;D00824	DB01242;DB00472;DB00715;DB00715;DB01104;DB00176	17321-77-6;56296-78-7;78246-49-8;217797-14-3;79559-97-0;61718-82-9	3755;5119;7944;NA;9124;5139	12.0	7.0	6.0	NO_DATA	0.0	NO_DATA
H01457	Diabetic retinopathy	D003930	603933;612623;612624;612633	E14.3	9B71.0	NO_DATA	NO_DATA	NO_DATA	VEGF;EPO;PON1;Vascular endothelial growth factor A;ACE;Paraoxonase;Angiotensin-converting enzyme;Erythropoietin	P01588;G9JKG7;P12821;A0A024RD33;P27169;P15692;B4DKH4	Aflibercept;Ranibizumab	D09574;D05697	DB01270	862111-32-8;347396-82-1	NA;NA	7.0	8.0	1.0	NO_DATA	0.0	NO_DATA
H01460	West syndrome	D013036	308350	G40.4	8A62.0	NO_DATA	Infantile spasms	NO_DATA	ARX	Q96QS3	Vigabatrin	D00535	DB01080	60643-86-9	63638	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H01464	Mantle cell lymphoma	D020522	NO_DATA	C83	2A85.5	NO_DATA	NO_DATA	NO_DATA	p16/INK4a;p53;Cyclin D1	P24385;Q6FI00;K7PML8;P42771;K7PPA8;P04637;Q53GA5	Ibrutinib;Acalabrutinib;Zanubrutinib;Bortezomib;Lenalidomide;Brexucabtagene autoleucel	D10223;D10893;D11422;D03150;D04687;D11880	DB00188;DB00480	936563-96-1;1420477-60-6;1691249-45-2;179324-69-7;191732-72-6;NA	76612;167707;NA;52717;63791;NA	7.0	3.0	2.0	NO_DATA	0.0	NO_DATA
H01473	Erythema nodosum leprosum	D004893	NO_DATA	A30.8;L52	1B20.21	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Thalidomide	D00754	DB01041	50-35-1	9513	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01482	Infantile hemangioma	D006391	602089	D18.00	2E81.2Y	NO_DATA	NO_DATA	NO_DATA	VEGFR2;TEM8;FLT4;KDR;ANTXR1	P35916;Q9H6X2;Q53FL1;P35968	Propranolol hydrochloride	D00483	DB00571	318-98-9	8500	4.0	5.0	1.0	NO_DATA	0.0	NO_DATA
H01484	5q- syndrome	C535323	153550	D46.7	2A36	NO_DATA	NO_DATA	NO_DATA	RPS14	P62263	Lenalidomide	D04687	DB00480	191732-72-6	63791	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H01507	Seronegative arthritis	D025241	106300	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	HLA-B	E5FQ95;P01889	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate;Abatacept;Apremilast;Etanercept;Infliximab;Adalimumab;Certolizumab pegol;Golimumab;Ustekinumab;Secukinumab	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00973;D03203;D08860;D00742;D02598;D02597;D03441;D04358;D09214;D09967	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB01380;DB01281;DB00005;DB00065;DB00051	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;50-04-4;332348-12-6;608141-41-9;185243-69-0;170277-31-3;331731-18-1;428863-50-7;476181-74-5;815610-63-0;1229022-83-6	71418;41879;4462;17650;5782;8378;8379;NA;6888;6890;6889;3897;NA;78540;4875;NA;NA;NA;NA;NA;NA	2.0	1.0	15.0	NO_DATA	0.0	NO_DATA
H01512	Langerhans cell histiocytosis	D006646	NO_DATA	C96.0;C96.5;C96.6	2B31.2	NO_DATA	NO_DATA	NO_DATA	BRAF;MAP2K1	Q02750;A4QPA9;P15056	Vinblastine sulfate	D01068	DB00570	143-67-9	9984	3.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H01532	Gout	D006073	NO_DATA	M10	FA25	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Indomethacin;Naproxen;Naproxen sodium;Cortisone acetate;Allopurinol;Febuxostat;Lesinurad and allopurinol;Probenecid;Lesinurad;Colchicine;Pegloticase;Probenecid and colchicine	D00292;D00975;D00088;D00141;D00118;D00970;D00973;D00224;D01206;D11175;D00475;D09921;D00570;D09316;D11574	DB01234;DB01234;DB00741;DB00328;DB00788;DB01380;DB00437;DB01032;DB01394	50-02-2;2392-39-4;50-23-7;53-86-1;22204-53-1;26159-34-2;50-04-4;315-30-0;144060-53-7;NA;57-66-9;878672-00-5;64-86-8;885051-90-1;8055-45-6	41879;4462;17650;49662;7476;7477;3897;40279;31596;NA;8426;90929;27882;NA;NA	0.0	0.0	9.0	NO_DATA	0.0	NO_DATA
H01551	Interstitial cystitis	D018856	NO_DATA	N30.1	GC00.3	NO_DATA	Bladder pain syndrome	NO_DATA	NO_DATA	NO_DATA	Pentosan polysulfate sodium;Dimethyl sulfoxide	D05428;D01043	DB00686;DB01093	140207-93-8;67-68-5	NA;28262	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01554	Fallopian tube cancer	D005185	NO_DATA	C57.0	2C74	NO_DATA	NO_DATA	NO_DATA	TP53;BRCA2;BRCA1;ERBB2;c-myc	P01106;P04626;P38398;P51587;X5DNK3;K7PPA8;P04637;Q53GA5	Bevacizumab;Niraparib tosilate hydrate	D06409;D11895	DB00112	216974-75-3;1613220-15-7	NA;NA	8.0	5.0	1.0	NO_DATA	0.0	NO_DATA
H01558	Parathyroid carcinoma	D010282	NO_DATA	D09.3	2E6B	NO_DATA	NO_DATA	NO_DATA	CDC73/HRPT2;CASR	P41180;Q6P1J9	Cinacalcet hydrochloride	D03505	DB01012	364782-34-3	48391	2.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H01577	Essential tremor	D020329	190300;614782;616736;618866	G25.0	8A04.1	NO_DATA	NO_DATA	NO_DATA	FUS;DRD3;TENM4;NOTCH2NLC	P35637;P35462;Q6N022;Q6IBQ5;P0DPK4;A8K8E4;X5D2G4	Propranolol hydrochloride	D00483	DB00571	318-98-9	8500	7.0	4.0	1.0	NO_DATA	0.0	NO_DATA
H01580	Vitamin C deficiency	D012614	NO_DATA	E54	5B56	NO_DATA	Scurvy	NO_DATA	NO_DATA	NO_DATA	Ascorbic acid	D00018	DB00126	50-81-7	29073	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01585	Autoimmune hemolytic anemia	D000744	NO_DATA	D59.0;D59.1	3A20	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00973	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB01380	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;50-04-4	71418;41879;4462;17650;5782;8378;8379;NA;6888;6890;6889;3897	0.0	0.0	11.0	NO_DATA	0.0	NO_DATA
H01586	Acquired pure red cell aplasia	D012010	NO_DATA	D60	3A61	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone acetonide;Dexamethasone;Hydrocortisone sodium succinate;Prednisolone sodium phosphate;Prednisone;Methylprednisolone sodium succinate	D00983;D00292;D00978;D00981;D00473;D00751	DB00620;DB01234;DB00860;DB00635;DB00959	76-25-5;50-02-2;125-04-2;125-02-0;NA;2375-03-3	71418;41879;5782;8379;NA;6890	0.0	0.0	5.0	NO_DATA	0.0	NO_DATA
H01588	Cluster headache	D003027	NO_DATA	G44.0	8A82	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Sumatriptan succinate	D00676	DB00669	103628-48-4	64359	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01589	Systemic primary carnitine deficiency	C536778	212140	E71.3	5C52.00	NO_DATA	NO_DATA	NO_DATA	SLC22A5	O76082	Levocarnitine;Levocarnitine chloride	D02176;D02030	DB00583;DB00583	541-15-1;6645-46-1	16347;NA	1.0	1.0	2.0	16347;15903	2.0	NO_DATA
H01590	Chronic eosinophilic leukemia	C580364	NO_DATA	D47.5	2A20.3	NO_DATA	NO_DATA	NO_DATA	BCR-PDGFRA;FIP1L1-PDGFRA	P16234	Imatinib mesylate	D01441	DB00619	220127-57-1	31690	1.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H01591	Gastrotintestinal stromal tumor	D046152	NO_DATA	C26	2B5B	NO_DATA	NO_DATA	NO_DATA	PDGFRA;KIT	P10721;P16234	Imatinib mesylate;Sunitinib malate;Regorafenib hydrate;Avapritinib;Ripretinib	D01441;D06402;D10137;D11279;D11353	DB00619;DB01268	220127-57-1;341031-54-7;NA;1703793-34-3;1442472-39-0	31690;NA;68646;NA;NA	2.0	2.0	2.0	NO_DATA	0.0	NO_DATA
H01595	Cutaneous lupus erythematosus	D008178	NO_DATA	L93	EB50;EB51	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone hexacetonide;Methylprednisolone acetate;Hydroxychloroquine sulfate	D00985;D00979;D02114	DB00620;DB00959	5611-51-8;53-36-1;747-36-4	9670;6889;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01599	Hypereosinophilic syndrome	D017681	607685	D47.5	2A20.3	NO_DATA	NO_DATA	NO_DATA	FIP1L1-PDGFRA;PDGFRA	P16234	Imatinib mesylate	D01441	DB00619	220127-57-1	31690	1.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H01600	Parkinsonian syndrome	D020734	NO_DATA	G20;G21	8A00	NO_DATA	NO_DATA	NO_DATA	SYNJ1;SNCA;DNAJC13;LRRK2;ATP13A2;PINK1;Parkin;DJ-1;VPS13C	X5DR79;Q709C8;Q99497;Q9BXM7;Q9NQ11;Q05CZ1;V9HWC2;P37840;O75165;Q5S007;J3KQV8;O60260;Q17RV3;O43426	Diphenhydramine hydrochloride;Trihexyphenidyl hydrochloride;Biperiden hydrochloride;Biperiden lactate;Profenamine hydrochloride;Benztropine mesylate;Levodopa;Carbidopa hydrate and levodopa;Amantadine hydrochloride;Tolcapone;Carbidopa	D00669;D00787;D02246;D02247;D01118;D00778;D00059;D00253;D00777;D00786;D00558	DB01075;DB00376;DB00810;DB00810;DB00392;DB00245;DB01235;DB00915;DB00323;DB00190	147-24-0;52-49-3;1235-82-1;7085-45-2;1094-08-2;132-17-2;59-92-7;NA;665-66-7;134308-13-7;38821-49-7	4637;9721;NA;NA;31568;3049;15765;NA;2619;63630;3395	14.0	9.0	10.0	NO_DATA	0.0	NO_DATA
