	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN205	Glanzmann's Disease
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN207	Dysfibrinogenemia
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN210	Plasminogen Activator Inhibitor 1 Deficiency
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN211	Protein C Deficiency
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN212	Protein S Deficiency
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN213	Prothrombin Deficiency
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN214	Henoch-Schonlein Purpura
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN216	Resistance to Activated Protein C
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN217	Hemophilia A
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN218	Hemophilia B
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN219	Hyperfibrinogenemia
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN220	Coagulant factor VII hyperactivity
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN221	Congenital coagulant factor XII deficiency
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN222	Congenital hypoplasminogenemia
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN223	Congenital heparin cofactor II deficiency
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN230	Idiopathic Thrombocytopenic Purpura
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN202	Alpha2 Plasmin Inhibitor Deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN203	Antithrombin Deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN205	Glanzmann's Disease
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN207	Dysfibrinogenemia
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN210	Plasminogen Activator Inhibitor 1 Deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN211	Protein C Deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN212	Protein S Deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN213	Prothrombin Deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN214	Henoch-Schonlein Purpura
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN216	Resistance to Activated Protein C
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN217	Hemophilia A
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN218	Hemophilia B
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN219	Hyperfibrinogenemia
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN220	Coagulant factor VII hyperactivity
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN221	Congenital coagulant factor XII deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN222	Congenital hypoplasminogenemia
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN223	Congenital heparin cofactor II deficiency
57	H00995	Combined deficiency of vitamin K-dependent clotting factors	NO_DATA	D68.4	D	68.4	D65-D69	KMN230	Idiopathic Thrombocytopenic Purpura
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN233	TNF-alpha Receptor-associated Periodic Syndrome
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN234	Mycobacteria Susceptibility
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN236	Eosinophilia
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN237	Neutropenia
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN238	Polycythemia
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN239	Congenital Methemoglobinemia
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN240	Congenital neutropenia
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN241	Leukocyte Adhesion Deficiency Type 1
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN242	Leukocyte Adhesion Deficiency Type 2
17	H00100	Neutropenic disorders	NO_DATA	D70	D	70.0	D70-D77	KMN243	Leukocyte Adhesion Deficiency Type 3
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN282	X-linked TBG Deficiency
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN283	Graves' Disease
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN284	Sick Euthyroid Syndrome
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN285	Familial Dysalbuminemic Hyperthyroxinemia
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN286	Hashimoto's disease
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN287	Resistance to Thyroid Hormone
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN288	Euthyroid Hyperthyroxinemia
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN289	Thyroid Disease
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN290	Autoimmune Hypothyroidism
14	H00081	Hashimoto thyroiditis	NO_DATA	E06.3	E	6.3	E00-E07	KMN291	Congenital Hypothyroidism
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN282	X-linked TBG Deficiency
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN283	Graves' Disease
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN284	Sick Euthyroid Syndrome
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN285	Familial Dysalbuminemic Hyperthyroxinemia
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN286	Hashimoto's disease
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN287	Resistance to Thyroid Hormone
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN288	Euthyroid Hyperthyroxinemia
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN289	Thyroid Disease
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN290	Autoimmune Hypothyroidism
15	H00082	Graves disease	NO_DATA	E05.0	E	5.0	E00-E07	KMN291	Congenital Hypothyroidism
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN282	X-linked TBG Deficiency
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN283	Graves' Disease
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN284	Sick Euthyroid Syndrome
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN285	Familial Dysalbuminemic Hyperthyroxinemia
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN286	Hashimoto's disease
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN287	Resistance to Thyroid Hormone
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN288	Euthyroid Hyperthyroxinemia
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN289	Thyroid Disease
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN290	Autoimmune Hypothyroidism
35	H00250	Congenital nongoitrous hypothyroidism (CHNG)	NO_DATA	E03.1	E	3.1	E00-E07	KMN291	Congenital Hypothyroidism
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN282	X-linked TBG Deficiency
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN283	Graves' Disease
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN284	Sick Euthyroid Syndrome
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN285	Familial Dysalbuminemic Hyperthyroxinemia
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN286	Hashimoto's disease
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN287	Resistance to Thyroid Hormone
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN288	Euthyroid Hyperthyroxinemia
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN289	Thyroid Disease
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN290	Autoimmune Hypothyroidism
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN291	Congenital Hypothyroidism
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN309	21-Hydroxylase Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN311	ACTH Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN315	Carcinoid Syndrome
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN316	Kallmann Syndrome
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN319	Cushing's Disease
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN321	Gonadotropin Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN324	Frohlich Syndrome
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN325	Jansen's Disease
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN327	Lymphocytic Hypophysitis
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN328	Ectopic hormone producing tumor
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN330	Pseudopseudohypoparathyroidism
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN338	Adult GH Deficiency
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN343	Progeria
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN346	Polycystic Ovarian Syndrome
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN347	Idiopathic hypoparathyroidism
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN348	Diabetes Insipidus
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN349	Panhypopituitarism
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN350	Adrenogenital Syndrome
34	H00246	Primary hyperparathyroidism	Familial hyperparathyroidism	E21.0	E	21.0	E20-E35	KMN351	Ovarian Failure
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN309	21-Hydroxylase Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN311	ACTH Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN315	Carcinoid Syndrome
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN316	Kallmann Syndrome
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN319	Cushing's Disease
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN321	Gonadotropin Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN324	Frohlich Syndrome
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN325	Jansen's Disease
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN327	Lymphocytic Hypophysitis
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN328	Ectopic hormone producing tumor
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN330	Pseudopseudohypoparathyroidism
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN338	Adult GH Deficiency
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN343	Progeria
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN346	Polycystic Ovarian Syndrome
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN347	Idiopathic hypoparathyroidism
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN348	Diabetes Insipidus
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN349	Panhypopituitarism
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN350	Adrenogenital Syndrome
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN351	Ovarian Failure
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN309	21-Hydroxylase Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN311	ACTH Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN315	Carcinoid Syndrome
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN316	Kallmann Syndrome
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN319	Cushing's Disease
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN321	Gonadotropin Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN324	Frohlich Syndrome
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN325	Jansen's Disease
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN327	Lymphocytic Hypophysitis
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN328	Ectopic hormone producing tumor
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN330	Pseudopseudohypoparathyroidism
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN338	Adult GH Deficiency
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN343	Progeria
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN346	Polycystic Ovarian Syndrome
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN347	Idiopathic hypoparathyroidism
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN348	Diabetes Insipidus
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN349	Panhypopituitarism
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN350	Adrenogenital Syndrome
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN351	Ovarian Failure
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN309	21-Hydroxylase Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN311	ACTH Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN315	Carcinoid Syndrome
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN316	Kallmann Syndrome
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN319	Cushing's Disease
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN321	Gonadotropin Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN324	Frohlich Syndrome
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN325	Jansen's Disease
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN327	Lymphocytic Hypophysitis
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN328	Ectopic hormone producing tumor
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN330	Pseudopseudohypoparathyroidism
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN338	Adult GH Deficiency
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN343	Progeria
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN346	Polycystic Ovarian Syndrome
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN347	Idiopathic hypoparathyroidism
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN348	Diabetes Insipidus
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN349	Panhypopituitarism
