KMN_ID	Name	ICD10	Count
KMN565	Lactate_Dehydrogenase_Deficiency	NO_DATA	6
KMN650	Lambert-Eaton_Myasthenic_Syndrome	NO_DATA	3
KMN326	Laron_Syndrome	NO_DATA	5
KMN152	Leiomyoma	NO_DATA	1
KMN305	Leprechaunism	NO_DATA	1
KMN370	Leptin_gene_mutation	NO_DATA	1
KMN371	Leptin_receptor_gene_mutation	NO_DATA	5
KMN241	Leukocyte_Adhesion_Deficiency_Type_1	NO_DATA	5
KMN242	Leukocyte_Adhesion_Deficiency_Type_2	NO_DATA	9
KMN243	Leukocyte_Adhesion_Deficiency_Type_3	NO_DATA	5
KMN857	Leydig_Cell_Hypoplasia	NO_DATA	1
KMN49	Leydig_Cell_Tumor	NO_DATA	1
KMN156	Li-Fraumeni_Syndrome	NO_DATA	2
KMN786	Lichen_Myxedematosus	NO_DATA	4
KMN826	Liddle_Syndrome	NO_DATA	7
KMN823	Light_Chain_Deposition_Disease	NO_DATA	2
KMN673	Limb-Girdle_Muscular_Dystrophy_1A	NO_DATA	5
KMN674	Limb-Girdle_Muscular_Dystrophy_1B	NO_DATA	5
KMN675	Limb-Girdle_Muscular_Dystrophy_1C	NO_DATA	7
KMN676	Limb-Girdle_Muscular_Dystrophy_1D	NO_DATA	4
KMN677	Limb-Girdle_Muscular_Dystrophy_1E	NO_DATA	4
KMN678	Limb-Girdle_Muscular_Dystrophy_2A	NO_DATA	5
KMN679	Limb-Girdle_Muscular_Dystrophy_2B	NO_DATA	5
KMN680	Limb-Girdle_Muscular_Dystrophy_2C	NO_DATA	7
KMN681	Limb-Girdle_Muscular_Dystrophy_2D	NO_DATA	6
KMN682	Limb-Girdle_Muscular_Dystrophy_2E	NO_DATA	6
KMN683	Limb-Girdle_Muscular_Dystrophy_2F	NO_DATA	6
KMN684	Limb-Girdle_Muscular_Dystrophy_2G	NO_DATA	5
KMN685	Limb-Girdle_Muscular_Dystrophy_2H	NO_DATA	5
KMN686	Limb-Girdle_Muscular_Dystrophy_2I	NO_DATA	5
KMN687	Limb-Girdle_Muscular_Dystrophy_2J	NO_DATA	5
KMN585	Limbic_Encephalitis	NO_DATA	6
KMN500	Lipoamide_dehydrogenasee_deficieny	NO_DATA	1
KMN549	Lipodystrophy	NO_DATA	1
KMN143	Lipoma	NO_DATA	1
KMN501	Lipoprotein_Lipase_Deficiency	NO_DATA	11
KMN42	Liposarcoma	NO_DATA	4
KMN731	Long_QT_Syndrome	I45.81	18
KMN27	Lung_Adenocarcinoma	NO_DATA	43
KMN26	Lung_Cancer	NO_DATA	124
KMN29	Lung_Cancer_in_Never_Smokers	NO_DATA	14
KMN827	Lupus_Nephritis	NO_DATA	53
KMN327	Lymphocytic_Hypophysitis	NO_DATA	13
KMN782	Lymphomatoid_Papulosis	NO_DATA	11
KMN102	Lymphoplasmacytic_Lymphoma	NO_DATA	4
KMN499	Lysinuria	NO_DATA	0
KMN88	MALT_Lymphoma	NO_DATA	51
KMN664	MELAS_Syndrome	E88.41	4
KMN622	MERRF_Syndrome	E88.42	28
KMN253	MHC_Class_II_Deficiency	NO_DATA	19
KMN294	MIDD	NO_DATA	2
KMN297	MODY_1	NO_DATA	5
KMN298	MODY_2	NO_DATA	5
KMN299	MODY_3	NO_DATA	5
KMN300	MODY_4	NO_DATA	5
KMN301	MODY_5	NO_DATA	5
KMN302	MODY_6	NO_DATA	5
KMN778	Malabsorption_Syndrome	NO_DATA	29
KMN12	Malaria_Infection	NO_DATA	85
KMN272	Mannose_Binding_Lectin_Deficiency	NO_DATA	3
KMN100	Mantle-cell_Lymphoma	NO_DATA	53
KMN494	Maple_Syrup_Urine_Disease	NO_DATA	10
KMN883	Marfan_Syndrome	NO_DATA	13
KMN235	May-Hegglin_Anomaly	NO_DATA	16
KMN856	Mayer-Rokitansky-Kuster-Hauser_Syndrome	NO_DATA	2
KMN865	McCune-Albright_Syndrome	NO_DATA	3
KMN66	Medulloblastoma	NO_DATA	24
KMN113	Megakaryoblastic_leukemia	NO_DATA	12
KMN182	Megaloblastic_Anemia	NO_DATA	3
KMN369	Melanocortin-4_receptor_gene_mutation	NO_DATA	1
KMN35	Melanoma	NO_DATA	87
KMN834	Membranoproliferative_Glomerulonephritis	NO_DATA	36
KMN833	Membranous_Glomerulopathy	NO_DATA	34
KMN759	Menetrier_s_Disease	NO_DATA	15
KMN166	Meningiomas	NO_DATA	4
KMN825	Mesangioproliferative_Glomerulonephritis	NO_DATA	59
KMN764	Mesenteric_Venous_Thrombosis	NO_DATA	3
KMN43	Mesothelioma	C45	137
KMN818	Metabolic_Bone_Disease	NO_DATA	6
KMN495	Metabolic_Syndrome	E88.81	280
KMN504	Metachromatic_Leukodystrophy	E75.25	2
KMN81	Metastatic_Tumor_of_Bone	NO_DATA	19
KMN80	Metastatic_Tumor_of_the_Liver	NO_DATA	5
KMN496	Methionine_Malabsorption	NO_DATA	0
KMN497	Methylmalonic_Acidemia	E71.120	11
KMN850	Microcephaly	Q02	184
KMN804	Microscopic_polyangiitis	M31.7	31
KMN625	Migraine	G43	114
KMN616	Miller-Dieker_s_syndrome	NO_DATA	1
KMN631	Miller_Fisher_Syndrome	NO_DATA	1
KMN832	Minimal_Change_Disease	NO_DATA	16
KMN106	Minimally_Differentiated_Leukemia	NO_DATA	4
KMN663	Mitochondrial_DNA_Depletion_Myopathy	NO_DATA	7
KMN671	Miyoshi_Myopathy	NO_DATA	5
KMN498	Molybdenum_cofactor_deficiency	NO_DATA	5
KMN123	Monocytic_Leukemia	C93	4
KMN790	Monosodium_Urate_Gout	NO_DATA	99
KMN481	Mucolipidoses-II	NO_DATA	2
KMN480	Mucolipidoses-III	NO_DATA	2
KMN483	Mucopolysaccharidosis_IH	NO_DATA	3
KMN482	Mucopolysaccharidosis_IH/S	NO_DATA	3
KMN488	Mucopolysaccharidosis_II	NO_DATA	3
KMN484	Mucopolysaccharidosis_IIIA	NO_DATA	2
KMN485	Mucopolysaccharidosis_IIIB	NO_DATA	2
KMN486	Mucopolysaccharidosis_IIIC	NO_DATA	2
KMN487	Mucopolysaccharidosis_IIID	NO_DATA	2
KMN489	Mucopolysaccharidosis_IS	NO_DATA	3
KMN490	Mucopolysaccharidosis_IVA	NO_DATA	3
KMN491	Mucopolysaccharidosis_IVB	NO_DATA	1
KMN493	Mucopolysaccharidosis_VI	NO_DATA	2
KMN492	Mucopolysaccharidosis_VII	NO_DATA	3
KMN271	Mulibrey_Nanism	NO_DATA	1
KMN644	Multifocal_Motor_Neuropathy	G61.82	2
KMN559	Multiple_Carboxylase/Biotinidase_Deficiency	NO_DATA	10
KMN169	Multiple_Endocrine_Neoplasia_Type_1	NO_DATA	12
KMN170	Multiple_Endocrine_Neoplasia_Type_2	NO_DATA	12
KMN870	Multiple_Exostosis	NO_DATA	2
KMN122	Multiple_Myeloma	C90.0	239
KMN615	Multiple_Sclerosis	G35	126
KMN558	Multiple_Sulfatase_Deficiency	NO_DATA	3
KMN612	Multiple_System_Atrophy	NO_DATA	13
KMN672	Myasthenia_Gravis	G70.0	45
KMN234	Mycobacteria_Susceptibility	NO_DATA	27
KMN114	Mycosis_Fungoides	C84.0	24
KMN108	Myeloblastic_Leukemia_with_Maturation	NO_DATA	7
KMN107	Myeloblastic_Leukemia_without_Maturation	NO_DATA	4
KMN162	Myelodysplastic_Syndrome	NO_DATA	62
KMN163	Myelofibrosis	D75.81	11
KMN110	Myelomonocytic_Leukemia	NO_DATA	4
KMN111	Myelomonocytic_Leukemia_Variant:_Increase_in_Abnormal_Marrow_Eosinophils	NO_DATA	3
KMN479	Myoadenylate_Deaminase_Deficiency	E79.2	1
KMN726	Myocardial_Infarction	NO_DATA	61
KMN690	Myotonia_Congenita	G71.12	1
KMN648	Myotonic_Dystrophy_Type_1	NO_DATA	22
KMN649	Myotonic_Dystrophy_Type_2	NO_DATA	6
KMN150	Myxoma	NO_DATA	4
KMN383	N-Acetylglutamate_Synthase_Deficiency	NO_DATA	1
KMN659	Na_channel_myotonia	NO_DATA	1
KMN892	Nail-Patella_Syndrome	NO_DATA	5
KMN660	Nemaline_Myopathy	G71.21	9
KMN59	Nephroblastoma	NO_DATA	3
KMN837	Nephrolithiasis	NO_DATA	7
KMN861	Nephronophthisis	NO_DATA	3
KMN24	Nesidioblastosis_of_Pancreas	NO_DATA	2
KMN269	Netherton_Syndrome	NO_DATA	1
KMN76	Neuroblastoma	NO_DATA	65
KMN147	Neuroendocrine_Tumor	NO_DATA	113
KMN888	Neurofibromatosis_Type_1	NO_DATA	5
KMN889	Neurofibromatosis_Type_2	NO_DATA	42
KMN688	Neuromyotonia	NO_DATA	0
KMN552	Neuronal_ceroid-lipofuscinosis	NO_DATA	6
KMN237	Neutropenia	D70	23
KMN447	Niemann-Pick_Disease	E75.24	2
KMN267	Nijmegen_Breakage_Syndrome	NO_DATA	1
KMN115	Nodular_Lymphocyte-Predominant_Hodgkin_s_Lymphoma	NO_DATA	6
KMN125	Non-Hodgkin_s_Lymphoma	NO_DATA	44
KMN727	Non-ST-Elevation_Myocardial_Infarction	NO_DATA	11
KMN30	Non-Small_Cell_Lung_Cancer	NO_DATA	112
KMN771	Nonalcoholic_Fatty_Liver_Disease	NO_DATA	96
KMN570	Nonketotic_hyperglycinemia-type_I	NO_DATA	2
KMN57	Nonseminoma	NO_DATA	9
KMN268	Nude_Syndrome	NO_DATA	1
KMN373	Obesity	NO_DATA	38
KMN372	Obesity_in_endocrine_disease	NO_DATA	7
KMN668	Oculopharyngeal_Muscular_Dystrophy	NO_DATA	5
KMN69	Oligo-astrocytoma	NO_DATA	1
KMN63	Oligoastrocytoma	NO_DATA	1
KMN70	Oligodendroglioma	NO_DATA	6
KMN263	Omenn_Syndrome	NO_DATA	2
KMN817	Oncogenic_Osteomalacia	NO_DATA	6
KMN598	Opsoclonus-Myoclonus	NO_DATA	9
KMN406	Ornithine_Transcarbamylase_Deficiency	NO_DATA	1
KMN407	Orotic_Aciduria	NO_DATA	2
KMN795	Osteoarthritis	NO_DATA	151
KMN142	Osteochondroma	NO_DATA	1
KMN867	Osteogenesis_Imperfecta	Q78.0	2
KMN871	Osteopetrosis	Q78.2	10
KMN816	Osteoporosis	NO_DATA	191
KMN32	Osteosarcoma	NO_DATA	2
KMN53	Ovarian_Cancer	NO_DATA	160
KMN351	Ovarian_Failure	NO_DATA	6
KMN89	POEMS_Syndrome	NO_DATA	25
KMN385	PRPP_synthetase_deficiency	NO_DATA	5
KMN384	PRPP_synthetase_super-activity	NO_DATA	6
KMN819	Paget_Disease_of_Bone	NO_DATA	23
KMN22	Pancreatic_Cancer	NO_DATA	138
KMN23	Pancreatic_Endocrine_Tumor	NO_DATA	15
KMN178	Pancreatic_Neuroendocrine_Tumor	NO_DATA	108
KMN349	Panhypopituitarism	NO_DATA	2
KMN785	Papular_Mucinosis	NO_DATA	4
KMN689	Paramyotonia_Congenita	NO_DATA	1
KMN608	Paraneoplastic_Cerebellar_Ataxia	NO_DATA	4
KMN609	Paraneoplastic_Cerebellar_Degeneration	NO_DATA	21
KMN582	Paraneoplastic_Encephalomyelitis	NO_DATA	7
KMN703	Paraneoplastic_Retinopathy	NO_DATA	3
KMN642	Paraneoplastic_Sensory_Neuronopathy	NO_DATA	4
KMN595	Parkinson_s_Disease	G20	115
KMN194	Paroxysmal_Nocturnal_Hemoglobinuria	NO_DATA	3
KMN844	Pathologic_Gynecomastia	NO_DATA	3
KMN364	Pellagra	NO_DATA	2
KMN761	Peptic_Ulcer_Disease	NO_DATA	89
KMN13	Periodic_Fever_Syndrome	NO_DATA	7
KMN46	Peripheral_Nerve_Sheath_Tumors	NO_DATA	4
KMN126	Peripheral_T_Cell_Lymphoma	NO_DATA	13
KMN181	Pernicious_Anemia	NO_DATA	5
KMN855	Persistent_Mullerian_Duct_syndrome	NO_DATA	2
KMN848	Persistent_hyperinsulinemic_hypoglycemia_of_infancy	NO_DATA	5
KMN462	Phenylketonuria_Type_I	NO_DATA	3
KMN461	Phenylketonuria_Type_II	NO_DATA	1
KMN460	Phenylketonuria_Type_III	NO_DATA	1
KMN140	Pheochromocytoma	NO_DATA	47
KMN473	Phosphoglycerate_Dehydrogenase_Deficiency	NO_DATA	2
KMN472	Phosphoglycerate_Kinase_Deficiency	NO_DATA	6
KMN474	Phosphoglycerate_Mutase_Deficiency	NO_DATA	5
KMN72	Pilocytic_astrocytoma	NO_DATA	1
KMN157	Pituitary_Tumor	NO_DATA	18
KMN98	Plasma-cell_Leukaemia	NO_DATA	3
KMN210	Plasminogen_Activator_Inhibitor_1_Deficiency	NO_DATA	4
KMN746	Pneumonia	NO_DATA	18
KMN802	Polyarteritis_Nodosa	M30.0	44
KMN346	Polycystic_Ovarian_Syndrome	E28.2	5
KMN238	Polycythemia	NO_DATA	13
KMN165	Polycythemia_Vera	D45	18
KMN557	Polygenic_Hypercholesterolemia	NO_DATA	2
KMN344	Polyglandular_Autoimmune_Syndrome_Type_I	NO_DATA	1
KMN345	Polyglandular_Autoimmune_Syndrome_Type_II	NO_DATA	11
KMN809	Polymyositis	M33.2	122
KMN149	Polyposis_Coli	NO_DATA	1
KMN569	Porphyria_Cutanea_Tarda	E80.1	4
KMN896	Postural_Orthostatic_Tachycardia_Syndrome	NO_DATA	4
KMN881	Prader-Willi_Syndrome	Q87.11	15
KMN120	Precursor_B_Cell_Acute_Lymphoid_Leukemia	NO_DATA	48
KMN121	Precursor_T_cell_Lymphoblastic_Lymphoma	NO_DATA	4
KMN637	Predominant_Sensory_Demyelinating_Neuropathy	NO_DATA	1
KMN847	Preeclampsia	NO_DATA	68
KMN332	Primary_Aldosteronism	NO_DATA	4
KMN769	Primary_Biliary_Cirrhosis	K74.3	53
KMN116	Primary_Effusion_Lymphoma	NO_DATA	4
KMN534	Primary_Hypoalphalipoproteinemia	NO_DATA	1
KMN533	Primary_Lactase_Deficiency	NO_DATA	2
KMN728	Primary_Pulmonary_Hypertension	I27.0	163
KMN119	Primary_Testicular_Lymphoma	NO_DATA	18
KMN665	Primary_merosin_deficiency	NO_DATA	1
KMN71	Primitive_Neuroectodermal_Tumor	NO_DATA	4
KMN343	Progeria	NO_DATA	34
KMN868	Progressive_Diaphyseal_Dysplasia	Q78.3	1
KMN770	Progressive_Familial_Intrahepatic_Cholestasis	NO_DATA	10
KMN599	Progressive_Supranuclear_Palsy	NO_DATA	1
KMN368	Prohormone_convertase_1_gene_mutation	NO_DATA	2
KMN467	Prolidase_Deficiency	NO_DATA	3
KMN466	Propionic_Acidemia	E71.121	10
KMN56	Prostate_Cancer	NO_DATA	119
KMN843	Prostatic_hypertrophy	NO_DATA	3
KMN211	Protein_C_Deficiency	NO_DATA	1
KMN212	Protein_S_Deficiency	NO_DATA	3
KMN213	Prothrombin_Deficiency	NO_DATA	1
KMN528	Pseudohypoaldosteronism	NO_DATA	11
KMN331	Pseudohypoparathyroidism	E20.1	6
KMN330	Pseudopseudohypoparathyroidism	NO_DATA	3
KMN783	Psoriasis	L40	190
KMN787	Psoriatic_Arthritis	NO_DATA	24
KMN757	Pulmonary_Alveolar_Proteinosis	NO_DATA	14
KMN756	Pulmonary_Edema	J81	29
KMN730	Pulmonary_Embolism	I26	3
KMN151	Pulmonary_Lymphangioleiomyomatosis	NO_DATA	3
KMN729	Pulmonary_Thromboembolism	NO_DATA	6
KMN270	Purine_Nucleoside_Phosphorylase_Deficiency	NO_DATA	3
KMN875	Pyknodysostosis	NO_DATA	1
KMN454	Pyrimidine_5_-Nucleotidase_Deficiency	NO_DATA	2
KMN455	Pyruvate_Kinase_Deficiency	NO_DATA	1
KMN296	Rabson-Mendenhall_syndrome	NO_DATA	1
KMN793	Reactive_Arthritis	NO_DATA	113
KMN174	Refractory_anemia	NO_DATA	5
KMN632	Refsum_Disease	NO_DATA	2
KMN821	Relapsing_Polychondritis	M94.1	24
KMN60	Renal_Cell_Carcinoma	NO_DATA	39
KMN717	Renal_Parenchymal_Hypertension	NO_DATA	17
KMN842	Renal_osteodystrophy	N25.0	3
KMN716	Renovascular_Hypertension	I15.0	6
KMN216	Resistance_to_Activated_Protein_C	NO_DATA	2
KMN287	Resistance_to_Thyroid_Hormone	NO_DATA	4
KMN597	Restless_Legs_Syndrome	G25.81	24
KMN738	Restrictive_Cardiomyopathy	NO_DATA	9
KMN73	Retinoblastoma	NO_DATA	11
KMN578	Rett_Syndrome	NO_DATA	1
KMN39	Rhabdomyosarcoma	NO_DATA	6
KMN710	Rheumatic_fever	NO_DATA	15
KMN788	Rheumatoid_Arthritis	NO_DATA	390
KMN353	Rogers__Syndrome	NO_DATA	1
KMN503	Rotor_s_syndrome	NO_DATA	1
KMN794	SAPHO_Syndrome	NO_DATA	1
KMN720	ST-Segment_Elevation_Myocardial_Infarction	NO_DATA	90
KMN424	Sandhoff_s_Disease	NO_DATA	3
KMN265	Sarcoidosis	D86	93
KMN423	Sarcosinemia	NO_DATA	3
KMN864	Schimke_Immuno-Osseous_Dysplasia	NO_DATA	1
KMN574	Schizophrenia	F20	58
KMN146	Schwannoma	NO_DATA	1
KMN654	Schwartz-Jampel_syndrome_(chondrodystrophic_myotonia)	NO_DATA	1
KMN206	Sebastian_syndrome	NO_DATA	16
KMN55	Seminoma	NO_DATA	8
KMN636	Sensory_Neuronopathy	NO_DATA	4
KMN3	Sepsis	NO_DATA	139
KMN851	Septo-Optic_Dysplasia	NO_DATA	5
KMN48	Sertoli_Cell_Tumor	NO_DATA	1
KMN901	Severe_Acute_Respiratory_Syndrome	NO_DATA	74
KMN277	Severe_Combined_Immunodeficiency	NO_DATA	12
KMN623	Severe_myoclonic_epilepsy_of_infancy	NO_DATA	1
KMN96	Sezary_Syndrome	NO_DATA	18
KMN425	Sialidosis	NO_DATA	1
KMN284	Sick_Euthyroid_Syndrome	NO_DATA	6
KMN191	Sickle_Cell_Syndrome	NO_DATA	11
KMN428	Sitosterolemia	NO_DATA	5
KMN799	Sjogren_s_Syndrome	NO_DATA	127
KMN621	Sleep_Apnea	G47.3	169
KMN25	Small_Cell_Lung_Cancer	NO_DATA	144
KMN44	Soft_Tissue_Sarcoma	NO_DATA	36
KMN172	Soft_Tissue_Tumor	NO_DATA	73
KMN138	Somatostatinoma_Syndrome	NO_DATA	1
KMN592	Spinal_Muscular_Atrophy	NO_DATA	22
KMN610	Spinocerebellar_Ataxia	NO_DATA	24
KMN196	Spur_Cell_Anemia	NO_DATA	1
KMN28	Squamous_Tumor_of_Lung_Cancer	NO_DATA	9
KMN655	Stiff-Person_Syndrome	NO_DATA	7
KMN852	Subcortical_ectopic_gray_matter	NO_DATA	2
KMN899	Sudden_Infant_Death_Syndrome	NO_DATA	115
KMN435	Sulfocysteinuria	NO_DATA	3
KMN279	Surrogate_Light_Chain_Deficiency	NO_DATA	1
KMN333	Syndrome_of_Inappropriate_Antidiuretic_Hormone_Secretion	NO_DATA	7
KMN40	Synovial_Sarcoma	NO_DATA	7
KMN807	Systemic_Lupus_Erythematosus	NO_DATA	111
KMN891	Systemic_Mastocytosis	D47.02	10
KMN808	Systemic_Sclerosis	NO_DATA	162
KMN90	T-cell_Acute_Lymphoid_Leukemia	NO_DATA	62
KMN233	TNF-alpha_Receptor-associated_Periodic_Syndrome	NO_DATA	1
KMN141	TSH-Secreting_Adenomas	NO_DATA	5
KMN254	T_Cell_Receptor_Deficiency	NO_DATA	12
KMN436	Tangier_Disease	NO_DATA	4
KMN442	Tay-Sachs_Disease	E75.02	3
KMN159	Teratoma	NO_DATA	7
KMN357	Thiamine_Deficiency	E51	3
KMN835	Thin_Basement_Membrane_Nephropathy	NO_DATA	2
KMN658	Thomsen_s_Disease	NO_DATA	1
KMN803	Thrombotic_Thrombocytopenic_Purpura	NO_DATA	5
KMN438	Thymidine_Phosphorylase_Deficiency	NO_DATA	1
KMN289	Thyroid_Disease	NO_DATA	14
KMN75	Thyroid_Neoplasia	NO_DATA	29
KMN695	Tibial_Muscular_Dystrophy	NO_DATA	5
KMN273	Transient_Hypogammaglobulinemia_of_Infancy	D80.7	4
KMN367	Trichothiodystrophy	NO_DATA	14
KMN445	Tryptophan_Malabsorption	NO_DATA	0
KMN446	Tryptophanuria	NO_DATA	2
KMN2	Tuberculosis	NO_DATA	3
KMN884	Tuberous_Sclerosis	Q85.1	2
KMN62	Turcot_Syndrome	NO_DATA	1
KMN292	Type_1_Diabetes_Mellitus	E10	84
KMN838	Type_1_Renal_Tubular_Acidosis	NO_DATA	1
KMN293	Type_2_Diabetes_Mellitus	E11	169
KMN839	Type_2_Renal_Tubular_Acidosis	NO_DATA	1
KMN840	Type_3_Renal_Tubular_Acidosis	NO_DATA	1
KMN841	Type_4_Renal_Tubular_Acidosis	NO_DATA	2
KMN758	Type_A_Gastritis	NO_DATA	7
KMN295	Type_A_insulin_resistance	NO_DATA	2
KMN441	Tyrosinemia_Type_I	NO_DATA	3
KMN440	Tyrosinemia_Type_II	NO_DATA	3
KMN439	Tyrosinemia_Type_III	NO_DATA	3
KMN763	Ulcerative_Colitis	K51	70
KMN618	Unverricht-Lundborg_disease	NO_DATA	1
KMN404	Ureidopropionase_Deficiency	NO_DATA	1
KMN792	Uric_Acid_Nephropathy	NO_DATA	4
KMN403	Uridine_Diphosphate_Galactose_4-Epimerase_Deficiency	NO_DATA	1
KMN836	Urinary_Tract_Obstruction	NO_DATA	12
KMN405	Urocanic_Aciduria	NO_DATA	5
KMN784	Urticaria	L50	70
KMN700	Uveitis	NO_DATA	1
KMN560	Variegate_Porphyria	NO_DATA	6
KMN744	Venous_Thrombosis	NO_DATA	15
KMN134	Vipoma	NO_DATA	7
KMN9	Viral_Hepatitis	NO_DATA	322
KMN732	Viral_Myocarditis	B33.22	236
KMN356	Vitamin_B12_Deficiency	NO_DATA	3
KMN898	Vitamin_B1_responsive_congenital_lactic_acidemia	NO_DATA	2
KMN358	Vitamin_B6_Deficiency	NO_DATA	3
KMN360	Vitamin_D-Dependent_Rickets_Type_I	NO_DATA	10
KMN359	Vitamin_D-Dependent_Rickets_Type_II	NO_DATA	4
KMN361	Vitamin_D_Deficiency	E55	7
KMN362	Vitamin_E_deficiency	NO_DATA	1
KMN363	Vitamin_K_Deficiency	NO_DATA	7
KMN103	Waldenstrom_s_Macroglobulinemia	NO_DATA	3
KMN797	Wegener_s_Granulomatosis	M31.3	28
KMN651	Welander_Distal_Myopathy	NO_DATA	4
KMN355	Wernicke_s_Encephalopathy	E51.2	2
KMN58	Wilms__tumor	NO_DATA	1
KMN400	Wilson_Disease	NO_DATA	18
KMN262	Wiskott-Aldrich_Syndrome	D82.0	5
KMN401	Wolman_Disease	NO_DATA	6
KMN256	X-Linked_Agammaglobulinemia	NO_DATA	1
KMN386	X-Linked_Hypophosphatemic_Rickets	NO_DATA	10
KMN276	X-Linked_Immunodeficiency_with_Hyper_IgM	NO_DATA	12
KMN255	X-Linked_Lymphoproliferative_Syndrome	NO_DATA	1
KMN197	X-Linked_Sideroblastic_Anemia	NO_DATA	1
KMN586	X-Linked_Spinobulbar_Muscular_Atrophy	NO_DATA	1
KMN354	X-linked_Recessive_Hypophosphatemic_Rickets	NO_DATA	1
KMN282	X-linked_TBG_Deficiency	NO_DATA	2
KMN849	X-linked_lissencephaly	NO_DATA	1
KMN887	Xeroderma_pigmentosum	Q82.1	6
KMN257	ZAP70_Tyrosine_Kinase_Deficiency	NO_DATA	4
KMN307	Zollinger-Ellison_Syndrome	NO_DATA	2
KMN394	alpha-Ketoadipic_Acidemia	NO_DATA	3
KMN395	alpha-Mannosidosis	NO_DATA	1
KMN184	alpha-Thalassemia_Syndrome	NO_DATA	2
KMN396	alpha1_Antitrypsin_Deficiency	NO_DATA	1
KMN93	alpha_Heavy_Chain_Disease	NO_DATA	2
KMN470	beta-Enolase_Deficiency	NO_DATA	1
KMN469	beta-Mannosidosis	NO_DATA	1
KMN186	beta-Thalassemia_Syndrome	NO_DATA	9
KMN94	gamma_Heavy_Chain_Disease	NO_DATA	4
KMN101	mu_Heavy_Chain_Disease	NO_DATA	1
KMN879	von_Hippel-Lindau_Syndrome	NO_DATA	1
KMN209	von_Willebrand_s_Disease	D68.0	5
